KIDEN	Sinistralité RC - SNB11 2-3	Code usage - CUSA  5-6	Age de l assuré - DNAI 8-9	Sexe - SEXE 11-12	Code Langue - CLAN 14-15	Code postal souscripteur - POSS2 17-18	Bonus-malus RC(année en cours) - GBMC 20	Bonus-Malus Année -1 - GBM1	Puissance du véhicule (12 mod) - PUIS 32	Date effet Police (2 mod) - DPEP 26-27	Année de construction du véhicule (2 mod	Primes acquises RC 1991 en francs belges
772	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=2	CPOST=12	BM=1	BM_1=1	PUIS12M=4	DPOLI2M=1	DCONS2M=1	PRIM3M=2
773	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=5	BM=1	BM_1=1	PUIS12M=8	DPOLI2M=1	DCONS2M=1	PRIM3M=2
775	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=2	CPOST=7	BM=1	BM_1=1	PUIS12M=4	DPOLI2M=1	DCONS2M=1	PRIM3M=2
778	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=1	BM=1	BM_1=1	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=2
779	SINIST=1	CUSAG=1	AGE=4	SEXE=1	CLANG=1	CPOST=3	BM=2	BM_1=3	PUIS12M=7	DPOLI2M=1	DCONS2M=1	PRIM3M=3
780	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=10	BM=3	BM_1=1	PUIS12M=8	DPOLI2M=1	DCONS2M=1	PRIM3M=2
782	SINIST=2	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=5	BM=1	BM_1=1	PUIS12M=9	DPOLI2M=1	DCONS2M=2	PRIM3M=2
785	SINIST=1	CUSAG=2	AGE=3	SEXE=1	CLANG=1	CPOST=10	BM=1	BM_1=1	PUIS12M=3	DPOLI2M=1	DCONS2M=1	PRIM3M=2
786	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=2	CPOST=10	BM=3	BM_1=1	PUIS12M=5	DPOLI2M=1	DCONS2M=1	PRIM3M=2
788	SINIST=1	CUSAG=2	AGE=2	SEXE=1	CLANG=1	CPOST=9	BM=1	BM_1=1	PUIS12M=5	DPOLI2M=1	DCONS2M=1	PRIM3M=2
789	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=8	BM=3	BM_1=1	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=2
790	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=2	CPOST=2	BM=1	BM_1=1	PUIS12M=4	DPOLI2M=1	DCONS2M=1	PRIM3M=2
793	SINIST=1	CUSAG=2	AGE=9	SEXE=2	CLANG=2	CPOST=5	BM=1	BM_1=1	PUIS12M=4	DPOLI2M=1	DCONS2M=1	PRIM3M=2
794	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=2	CPOST=12	BM=6	BM_1=1	PUIS12M=8	DPOLI2M=1	DCONS2M=1	PRIM3M=3
797	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=1	BM=1	BM_1=1	PUIS12M=5	DPOLI2M=1	DCONS2M=1	PRIM3M=2
799	SINIST=1	CUSAG=2	AGE=9	SEXE=2	CLANG=1	CPOST=8	BM=1	BM_1=1	PUIS12M=3	DPOLI2M=1	DCONS2M=1	PRIM3M=1
801	SINIST=2	CUSAG=1	AGE=9	SEXE=3	CLANG=1	CPOST=1	BM=7	BM_1=8	PUIS12M=7	DPOLI2M=1	DCONS2M=2	PRIM3M=3
802	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=2	CPOST=11	BM=1	BM_1=1	PUIS12M=6	DPOLI2M=1	DCONS2M=1	PRIM3M=2
804	SINIST=2	CUSAG=1	AGE=5	SEXE=1	CLANG=1	CPOST=5	BM=1	BM_1=2	PUIS12M=7	DPOLI2M=1	DCONS2M=1	PRIM3M=2
805	SINIST=2	CUSAG=2	AGE=5	SEXE=1	CLANG=1	CPOST=5	BM=11	BM_1=6	PUIS12M=4	DPOLI2M=2	DCONS2M=1	PRIM3M=3
806	SINIST=2	CUSAG=2	AGE=7	SEXE=1	CLANG=1	CPOST=5	BM=11	BM_1=10	PUIS12M=4	DPOLI2M=2	DCONS2M=2	PRIM3M=3
807	SINIST=1	CUSAG=1	AGE=9	SEXE=3	CLANG=1	CPOST=5	BM=7	BM_1=8	PUIS12M=2	DPOLI2M=2	DCONS2M=1	PRIM3M=2
808	SINIST=1	CUSAG=1	AGE=5	SEXE=2	CLANG=1	CPOST=5	BM=1	BM_1=2	PUIS12M=4	DPOLI2M=2	DCONS2M=1	PRIM3M=2
809	SINIST=2	CUSAG=2	AGE=7	SEXE=1	CLANG=1	CPOST=5	BM=4	BM_1=4	PUIS12M=4	DPOLI2M=2	DCONS2M=1	PRIM3M=2
810	SINIST=2	CUSAG=2	AGE=5	SEXE=1	CLANG=1	CPOST=5	BM=4	BM_1=5	PUIS12M=2	DPOLI2M=2	DCONS2M=2	PRIM3M=1
811	SINIST=2	CUSAG=2	AGE=5	SEXE=1	CLANG=1	CPOST=9	BM=1	BM_1=1	PUIS12M=4	DPOLI2M=2	DCONS2M=2	PRIM3M=2
812	SINIST=2	CUSAG=2	AGE=4	SEXE=2	CLANG=1	CPOST=9	BM=7	BM_1=5	PUIS12M=6	DPOLI2M=2	DCONS2M=1	PRIM3M=3
813	SINIST=2	CUSAG=2	AGE=5	SEXE=2	CLANG=1	CPOST=5	BM=3	BM_1=4	PUIS12M=4	DPOLI2M=2	DCONS2M=2	PRIM3M=2
815	SINIST=2	CUSAG=2	AGE=6	SEXE=1	CLANG=1	CPOST=1	BM=5	BM_1=6	PUIS12M=1	DPOLI2M=2	DCONS2M=1	PRIM3M=2
816	SINIST=2	CUSAG=2	AGE=7	SEXE=2	CLANG=1	CPOST=5	BM=5	BM_1=6	PUIS12M=3	DPOLI2M=2	DCONS2M=1	PRIM3M=2
817	SINIST=2	CUSAG=2	AGE=6	SEXE=2	CLANG=1	CPOST=5	BM=5	BM_1=6	PUIS12M=4	DPOLI2M=2	DCONS2M=1	PRIM3M=3
818	SINIST=2	CUSAG=2	AGE=6	SEXE=1	CLANG=1	CPOST=9	BM=5	BM_1=6	PUIS12M=6	DPOLI2M=2	DCONS2M=2	PRIM3M=3
819	SINIST=2	CUSAG=2	AGE=3	SEXE=1	CLANG=1	CPOST=5	BM=5	BM_1=6	PUIS12M=11	DPOLI2M=2	DCONS2M=1	PRIM3M=3
820	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=5	BM=2	BM_1=3	PUIS12M=9	DPOLI2M=2	DCONS2M=2	PRIM3M=3
821	SINIST=2	CUSAG=2	AGE=7	SEXE=1	CLANG=1	CPOST=9	BM=5	BM_1=6	PUIS12M=4	DPOLI2M=2	DCONS2M=2	PRIM3M=3
822	SINIST=2	CUSAG=2	AGE=8	SEXE=2	CLANG=1	CPOST=9	BM=6	BM_1=6	PUIS12M=3	DPOLI2M=2	DCONS2M=2	PRIM3M=2
823	SINIST=2	CUSAG=2	AGE=5	SEXE=2	CLANG=1	CPOST=5	BM=3	BM_1=3	PUIS12M=3	DPOLI2M=2	DCONS2M=1	PRIM3M=2
824	SINIST=2	CUSAG=2	AGE=5	SEXE=1	CLANG=1	CPOST=5	BM=2	BM_1=2	PUIS12M=8	DPOLI2M=2	DCONS2M=1	PRIM3M=2
826	SINIST=2	CUSAG=2	AGE=6	SEXE=1	CLANG=1	CPOST=9	BM=6	BM_1=6	PUIS12M=4	DPOLI2M=2	DCONS2M=1	PRIM3M=2
828	SINIST=1	CUSAG=2	AGE=9	SEXE=2	CLANG=2	CPOST=7	BM=1	BM_1=2	PUIS12M=1	DPOLI2M=1	DCONS2M=1	PRIM3M=1
830	SINIST=2	CUSAG=2	AGE=3	SEXE=2	CLANG=2	CPOST=7	BM=8	BM_1=8	PUIS12M=6	DPOLI2M=2	DCONS2M=1	PRIM3M=3
832	SINIST=2	CUSAG=2	AGE=5	SEXE=1	CLANG=2	CPOST=11	BM=3	BM_1=4	PUIS12M=6	DPOLI2M=2	DCONS2M=1	PRIM3M=2
833	SINIST=2	CUSAG=1	AGE=9	SEXE=3	CLANG=2	CPOST=7	BM=7	BM_1=8	PUIS12M=10	DPOLI2M=2	DCONS2M=1	PRIM3M=3
834	SINIST=2	CUSAG=2	AGE=7	SEXE=1	CLANG=2	CPOST=7	BM=10	BM_1=5	PUIS12M=7	DPOLI2M=2	DCONS2M=1	PRIM3M=3
835	SINIST=2	CUSAG=2	AGE=8	SEXE=1	CLANG=2	CPOST=7	BM=4	BM_1=5	PUIS12M=6	DPOLI2M=2	DCONS2M=1	PRIM3M=3
836	SINIST=2	CUSAG=1	AGE=9	SEXE=3	CLANG=2	CPOST=11	BM=11	BM_1=9	PUIS12M=6	DPOLI2M=2	DCONS2M=2	PRIM3M=3
837	SINIST=2	CUSAG=1	AGE=9	SEXE=1	CLANG=2	CPOST=2	BM=5	BM_1=6	PUIS12M=11	DPOLI2M=2	DCONS2M=2	PRIM3M=2
838	SINIST=2	CUSAG=2	AGE=6	SEXE=1	CLANG=2	CPOST=7	BM=5	BM_1=6	PUIS12M=2	DPOLI2M=2	DCONS2M=2	PRIM3M=2
839	SINIST=2	CUSAG=2	AGE=8	SEXE=1	CLANG=2	CPOST=7	BM=8	BM_1=6	PUIS12M=6	DPOLI2M=2	DCONS2M=1	PRIM3M=3
841	SINIST=2	CUSAG=1	AGE=9	SEXE=3	CLANG=2	CPOST=2	BM=9	BM_1=7	PUIS12M=6	DPOLI2M=2	DCONS2M=1	PRIM3M=3
842	SINIST=1	CUSAG=2	AGE=7	SEXE=1	CLANG=1	CPOST=5	BM=5	BM_1=6	PUIS12M=2	DPOLI2M=2	DCONS2M=2	PRIM3M=2
843	SINIST=2	CUSAG=2	AGE=7	SEXE=1	CLANG=2	CPOST=11	BM=6	BM_1=6	PUIS12M=9	DPOLI2M=2	DCONS2M=1	PRIM3M=2
844	SINIST=2	CUSAG=2	AGE=7	SEXE=1	CLANG=1	CPOST=10	BM=3	BM_1=4	PUIS12M=1	DPOLI2M=2	DCONS2M=1	PRIM3M=1
845	SINIST=2	CUSAG=2	AGE=4	SEXE=1	CLANG=1	CPOST=4	BM=6	BM_1=7	PUIS12M=4	DPOLI2M=2	DCONS2M=2	PRIM3M=3
846	SINIST=2	CUSAG=2	AGE=6	SEXE=1	CLANG=1	CPOST=4	BM=4	BM_1=5	PUIS12M=9	DPOLI2M=2	DCONS2M=1	PRIM3M=3
847	SINIST=1	CUSAG=1	AGE=4	SEXE=2	CLANG=1	CPOST=8	BM=8	BM_1=9	PUIS12M=5	DPOLI2M=2	DCONS2M=1	PRIM3M=3
848	SINIST=2	CUSAG=2	AGE=7	SEXE=1	CLANG=1	CPOST=8	BM=2	BM_1=3	PUIS12M=6	DPOLI2M=2	DCONS2M=1	PRIM3M=2
849	SINIST=1	CUSAG=2	AGE=2	SEXE=1	CLANG=1	CPOST=8	BM=1	BM_1=6	PUIS12M=6	DPOLI2M=2	DCONS2M=2	PRIM3M=2
850	SINIST=2	CUSAG=2	AGE=7	SEXE=2	CLANG=1	CPOST=8	BM=6	BM_1=4	PUIS12M=4	DPOLI2M=2	DCONS2M=2	PRIM3M=2
852	SINIST=2	CUSAG=2	AGE=6	SEXE=1	CLANG=1	CPOST=1	BM=11	BM_1=10	PUIS12M=2	DPOLI2M=2	DCONS2M=2	PRIM3M=3
853	SINIST=2	CUSAG=2	AGE=5	SEXE=2	CLANG=1	CPOST=8	BM=3	BM_1=4	PUIS12M=2	DPOLI2M=2	DCONS2M=2	PRIM3M=2
854	SINIST=2	CUSAG=2	AGE=6	SEXE=1	CLANG=1	CPOST=8	BM=3	BM_1=4	PUIS12M=4	DPOLI2M=2	DCONS2M=1	PRIM3M=2
855	SINIST=2	CUSAG=2	AGE=5	SEXE=1	CLANG=1	CPOST=8	BM=2	BM_1=3	PUIS12M=4	DPOLI2M=2	DCONS2M=1	PRIM3M=2
856	SINIST=2	CUSAG=2	AGE=8	SEXE=1	CLANG=1	CPOST=8	BM=5	BM_1=6	PUIS12M=4	DPOLI2M=2	DCONS2M=1	PRIM3M=2
857	SINIST=2	CUSAG=2	AGE=8	SEXE=2	CLANG=1	CPOST=4	BM=5	BM_1=6	PUIS12M=1	DPOLI2M=2	DCONS2M=2	PRIM3M=2
858	SINIST=2	CUSAG=2	AGE=7	SEXE=1	CLANG=1	CPOST=8	BM=8	BM_1=6	PUIS12M=4	DPOLI2M=2	DCONS2M=2	PRIM3M=3
859	SINIST=1	CUSAG=2	AGE=6	SEXE=2	CLANG=1	CPOST=8	BM=1	BM_1=1	PUIS12M=1	DPOLI2M=2	DCONS2M=1	PRIM3M=1
860	SINIST=2	CUSAG=2	AGE=4	SEXE=1	CLANG=1	CPOST=4	BM=7	BM_1=7	PUIS12M=7	DPOLI2M=2	DCONS2M=1	PRIM3M=3
861	SINIST=1	CUSAG=2	AGE=4	SEXE=1	CLANG=1	CPOST=8	BM=6	BM_1=6	PUIS12M=5	DPOLI2M=2	DCONS2M=1	PRIM3M=2
862	SINIST=1	CUSAG=1	AGE=9	SEXE=1	CLANG=1	CPOST=4	BM=1	BM_1=1	PUIS12M=6	DPOLI2M=2	DCONS2M=2	PRIM3M=1
863	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=2	CPOST=2	BM=1	BM_1=1	PUIS12M=4	DPOLI2M=2	DCONS2M=1	PRIM3M=2
865	SINIST=2	CUSAG=2	AGE=5	SEXE=1	CLANG=2	CPOST=12	BM=7	BM_1=7	PUIS12M=6	DPOLI2M=2	DCONS2M=1	PRIM3M=3
866	SINIST=2	CUSAG=2	AGE=8	SEXE=2	CLANG=2	CPOST=6	BM=4	BM_1=5	PUIS12M=6	DPOLI2M=2	DCONS2M=2	PRIM3M=3
867	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=2	CPOST=12	BM=4	BM_1=5	PUIS12M=3	DPOLI2M=2	DCONS2M=1	PRIM3M=2
868	SINIST=2	CUSAG=2	AGE=3	SEXE=1	CLANG=2	CPOST=12	BM=6	BM_1=6	PUIS12M=4	DPOLI2M=2	DCONS2M=2	PRIM3M=3
869	SINIST=2	CUSAG=2	AGE=7	SEXE=1	CLANG=2	CPOST=6	BM=5	BM_1=6	PUIS12M=6	DPOLI2M=2	DCONS2M=1	PRIM3M=2
870	SINIST=2	CUSAG=2	AGE=4	SEXE=1	CLANG=2	CPOST=12	BM=3	BM_1=1	PUIS12M=8	DPOLI2M=2	DCONS2M=1	PRIM3M=2
873	SINIST=2	CUSAG=2	AGE=5	SEXE=2	CLANG=1	CPOST=8	BM=11	BM_1=6	PUIS12M=3	DPOLI2M=2	DCONS2M=1	PRIM3M=3
874	SINIST=2	CUSAG=1	AGE=9	SEXE=3	CLANG=2	CPOST=1	BM=11	BM_1=11	PUIS12M=7	DPOLI2M=2	DCONS2M=2	PRIM3M=3
875	SINIST=1	CUSAG=2	AGE=8	SEXE=1	CLANG=2	CPOST=12	BM=5	BM_1=6	PUIS12M=10	DPOLI2M=2	DCONS2M=1	PRIM3M=3
876	SINIST=2	CUSAG=2	AGE=8	SEXE=1	CLANG=2	CPOST=12	BM=5	BM_1=5	PUIS12M=3	DPOLI2M=2	DCONS2M=2	PRIM3M=2
877	SINIST=2	CUSAG=1	AGE=9	SEXE=1	CLANG=1	CPOST=12	BM=11	BM_1=11	PUIS12M=9	DPOLI2M=2	DCONS2M=2	PRIM3M=3
878	SINIST=2	CUSAG=1	AGE=5	SEXE=1	CLANG=2	CPOST=7	BM=11	BM_1=11	PUIS12M=6	DPOLI2M=2	DCONS2M=1	PRIM3M=3
879	SINIST=1	CUSAG=2	AGE=6	SEXE=1	CLANG=2	CPOST=6	BM=1	BM_1=1	PUIS12M=1	DPOLI2M=2	DCONS2M=1	PRIM3M=1
880	SINIST=2	CUSAG=2	AGE=7	SEXE=1	CLANG=2	CPOST=10	BM=9	BM_1=7	PUIS12M=9	DPOLI2M=2	DCONS2M=1	PRIM3M=3
881	SINIST=1	CUSAG=1	AGE=9	SEXE=1	CLANG=1	CPOST=10	BM=1	BM_1=1	PUIS12M=4	DPOLI2M=2	DCONS2M=1	PRIM3M=2
882	SINIST=1	CUSAG=2	AGE=6	SEXE=1	CLANG=1	CPOST=10	BM=10	BM_1=8	PUIS12M=4	DPOLI2M=2	DCONS2M=1	PRIM3M=3
883	SINIST=2	CUSAG=2	AGE=5	SEXE=1	CLANG=1	CPOST=10	BM=4	BM_1=5	PUIS12M=5	DPOLI2M=2	DCONS2M=1	PRIM3M=2
884	SINIST=2	CUSAG=2	AGE=8	SEXE=1	CLANG=1	CPOST=10	BM=4	BM_1=5	PUIS12M=5	DPOLI2M=2	DCONS2M=2	PRIM3M=3
885	SINIST=2	CUSAG=2	AGE=6	SEXE=1	CLANG=1	CPOST=10	BM=5	BM_1=5	PUIS12M=4	DPOLI2M=2	DCONS2M=1	PRIM3M=2
886	SINIST=2	CUSAG=2	AGE=7	SEXE=1	CLANG=1	CPOST=10	BM=5	BM_1=6	PUIS12M=4	DPOLI2M=2	DCONS2M=1	PRIM3M=2
887	SINIST=2	CUSAG=2	AGE=7	SEXE=1	CLANG=1	CPOST=10	BM=5	BM_1=6	PUIS12M=4	DPOLI2M=2	DCONS2M=1	PRIM3M=2
888	SINIST=2	CUSAG=2	AGE=7	SEXE=1	CLANG=1	CPOST=10	BM=6	BM_1=6	PUIS12M=4	DPOLI2M=2	DCONS2M=1	PRIM3M=2
889	SINIST=1	CUSAG=2	AGE=5	SEXE=1	CLANG=1	CPOST=4	BM=1	BM_1=1	PUIS12M=9	DPOLI2M=2	DCONS2M=2	PRIM3M=2
890	SINIST=2	CUSAG=2	AGE=5	SEXE=2	CLANG=1	CPOST=10	BM=6	BM_1=6	PUIS12M=5	DPOLI2M=2	DCONS2M=1	PRIM3M=1
891	SINIST=2	CUSAG=2	AGE=6	SEXE=1	CLANG=1	CPOST=9	BM=4	BM_1=5	PUIS12M=7	DPOLI2M=2	DCONS2M=2	PRIM3M=2
892	SINIST=2	CUSAG=2	AGE=7	SEXE=2	CLANG=1	CPOST=5	BM=8	BM_1=6	PUIS12M=1	DPOLI2M=2	DCONS2M=1	PRIM3M=2
893	SINIST=2	CUSAG=2	AGE=4	SEXE=1	CLANG=1	CPOST=9	BM=6	BM_1=6	PUIS12M=7	DPOLI2M=2	DCONS2M=1	PRIM3M=1
894	SINIST=2	CUSAG=2	AGE=5	SEXE=1	CLANG=1	CPOST=1	BM=5	BM_1=6	PUIS12M=6	DPOLI2M=2	DCONS2M=2	PRIM3M=3
895	SINIST=2	CUSAG=2	AGE=7	SEXE=1	CLANG=1	CPOST=1	BM=4	BM_1=5	PUIS12M=7	DPOLI2M=2	DCONS2M=1	PRIM3M=3
896	SINIST=2	CUSAG=2	AGE=2	SEXE=2	CLANG=1	CPOST=1	BM=1	BM_1=6	PUIS12M=7	DPOLI2M=2	DCONS2M=2	PRIM3M=2
897	SINIST=2	CUSAG=2	AGE=3	SEXE=1	CLANG=1	CPOST=1	BM=2	BM_1=3	PUIS12M=6	DPOLI2M=2	DCONS2M=1	PRIM3M=2
898	SINIST=1	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=10	BM=5	BM_1=6	PUIS12M=7	DPOLI2M=2	DCONS2M=1	PRIM3M=3
899	SINIST=1	CUSAG=2	AGE=7	SEXE=1	CLANG=1	CPOST=10	BM=2	BM_1=3	PUIS12M=4	DPOLI2M=2	DCONS2M=2	PRIM3M=2
900	SINIST=2	CUSAG=2	AGE=6	SEXE=2	CLANG=1	CPOST=4	BM=2	BM_1=3	PUIS12M=5	DPOLI2M=2	DCONS2M=1	PRIM3M=2
901	SINIST=2	CUSAG=1	AGE=9	SEXE=1	CLANG=1	CPOST=1	BM=11	BM_1=9	PUIS12M=4	DPOLI2M=2	DCONS2M=1	PRIM3M=3
902	SINIST=2	CUSAG=2	AGE=6	SEXE=1	CLANG=1	CPOST=1	BM=2	BM_1=3	PUIS12M=6	DPOLI2M=2	DCONS2M=1	PRIM3M=2
903	SINIST=2	CUSAG=2	AGE=7	SEXE=1	CLANG=1	CPOST=1	BM=9	BM_1=4	PUIS12M=2	DPOLI2M=2	DCONS2M=1	PRIM3M=2
904	SINIST=2	CUSAG=1	AGE=4	SEXE=3	CLANG=1	CPOST=4	BM=7	BM_1=5	PUIS12M=5	DPOLI2M=2	DCONS2M=1	PRIM3M=3
905	SINIST=2	CUSAG=2	AGE=5	SEXE=1	CLANG=1	CPOST=1	BM=3	BM_1=4	PUIS12M=6	DPOLI2M=2	DCONS2M=2	PRIM3M=1
906	SINIST=1	CUSAG=2	AGE=4	SEXE=1	CLANG=1	CPOST=1	BM=1	BM_1=1	PUIS12M=7	DPOLI2M=2	DCONS2M=1	PRIM3M=2
907	SINIST=1	CUSAG=2	AGE=7	SEXE=1	CLANG=2	CPOST=2	BM=3	BM_1=4	PUIS12M=11	DPOLI2M=2	DCONS2M=2	PRIM3M=3
908	SINIST=1	CUSAG=2	AGE=5	SEXE=1	CLANG=1	CPOST=1	BM=5	BM_1=6	PUIS12M=5	DPOLI2M=2	DCONS2M=1	PRIM3M=3
909	SINIST=1	CUSAG=2	AGE=3	SEXE=1	CLANG=1	CPOST=1	BM=7	BM_1=5	PUIS12M=4	DPOLI2M=2	DCONS2M=1	PRIM3M=2
910	SINIST=2	CUSAG=2	AGE=9	SEXE=1	CLANG=2	CPOST=6	BM=3	BM_1=1	PUIS12M=6	DPOLI2M=2	DCONS2M=1	PRIM3M=2
911	SINIST=2	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=1	BM=4	BM_1=5	PUIS12M=9	DPOLI2M=2	DCONS2M=1	PRIM3M=3
912	SINIST=2	CUSAG=2	AGE=5	SEXE=2	CLANG=1	CPOST=1	BM=7	BM_1=5	PUIS12M=4	DPOLI2M=2	DCONS2M=1	PRIM3M=2
913	SINIST=2	CUSAG=2	AGE=6	SEXE=1	CLANG=1	CPOST=1	BM=11	BM_1=10	PUIS12M=4	DPOLI2M=2	DCONS2M=1	PRIM3M=3
914	SINIST=2	CUSAG=2	AGE=3	SEXE=1	CLANG=1	CPOST=1	BM=4	BM_1=5	PUIS12M=7	DPOLI2M=2	DCONS2M=2	PRIM3M=3
915	SINIST=2	CUSAG=2	AGE=6	SEXE=1	CLANG=1	CPOST=1	BM=3	BM_1=4	PUIS12M=4	DPOLI2M=2	DCONS2M=1	PRIM3M=2
917	SINIST=2	CUSAG=2	AGE=7	SEXE=1	CLANG=1	CPOST=1	BM=7	BM_1=8	PUIS12M=7	DPOLI2M=2	DCONS2M=2	PRIM3M=3
918	SINIST=2	CUSAG=1	AGE=9	SEXE=3	CLANG=2	CPOST=1	BM=7	BM_1=8	PUIS12M=6	DPOLI2M=2	DCONS2M=1	PRIM3M=3
919	SINIST=2	CUSAG=2	AGE=4	SEXE=1	CLANG=1	CPOST=1	BM=7	BM_1=5	PUIS12M=4	DPOLI2M=2	DCONS2M=1	PRIM3M=3
920	SINIST=2	CUSAG=2	AGE=9	SEXE=1	CLANG=1	CPOST=1	BM=4	BM_1=5	PUIS12M=9	DPOLI2M=2	DCONS2M=1	PRIM3M=3
921	SINIST=2	CUSAG=2	AGE=5	SEXE=2	CLANG=1	CPOST=1	BM=7	BM_1=5	PUIS12M=2	DPOLI2M=2	DCONS2M=2	PRIM3M=2
922	SINIST=2	CUSAG=2	AGE=4	SEXE=1	CLANG=2	CPOST=2	BM=3	BM_1=4	PUIS12M=7	DPOLI2M=2	DCONS2M=1	PRIM3M=3
923	SINIST=2	CUSAG=2	AGE=5	SEXE=2	CLANG=1	CPOST=1	BM=4	BM_1=5	PUIS12M=6	DPOLI2M=2	DCONS2M=1	PRIM3M=3
924	SINIST=2	CUSAG=1	AGE=9	SEXE=3	CLANG=1	CPOST=1	BM=1	BM_1=2	PUIS12M=11	DPOLI2M=2	DCONS2M=2	PRIM3M=3
925	SINIST=2	CUSAG=1	AGE=9	SEXE=3	CLANG=1	CPOST=1	BM=1	BM_1=3	PUIS12M=7	DPOLI2M=2	DCONS2M=1	PRIM3M=2
926	SINIST=2	CUSAG=2	AGE=7	SEXE=2	CLANG=1	CPOST=1	BM=7	BM_1=8	PUIS12M=3	DPOLI2M=2	DCONS2M=1	PRIM3M=3
927	SINIST=2	CUSAG=2	AGE=5	SEXE=1	CLANG=1	CPOST=1	BM=7	BM_1=8	PUIS12M=6	DPOLI2M=2	DCONS2M=2	PRIM3M=3
928	SINIST=2	CUSAG=2	AGE=7	SEXE=2	CLANG=1	CPOST=3	BM=7	BM_1=8	PUIS12M=1	DPOLI2M=2	DCONS2M=1	PRIM3M=2
929	SINIST=2	CUSAG=1	AGE=7	SEXE=1	CLANG=1	CPOST=1	BM=11	BM_1=11	PUIS12M=4	DPOLI2M=2	DCONS2M=1	PRIM3M=3
930	SINIST=1	CUSAG=2	AGE=5	SEXE=1	CLANG=2	CPOST=2	BM=1	BM_1=1	PUIS12M=8	DPOLI2M=2	DCONS2M=1	PRIM3M=2
931	SINIST=2	CUSAG=2	AGE=3	SEXE=1	CLANG=1	CPOST=1	BM=5	BM_1=6	PUIS12M=8	DPOLI2M=2	DCONS2M=1	PRIM3M=3
932	SINIST=2	CUSAG=2	AGE=7	SEXE=1	CLANG=1	CPOST=3	BM=5	BM_1=6	PUIS12M=4	DPOLI2M=2	DCONS2M=1	PRIM3M=2
933	SINIST=2	CUSAG=2	AGE=6	SEXE=1	CLANG=1	CPOST=1	BM=5	BM_1=6	PUIS12M=3	DPOLI2M=2	DCONS2M=1	PRIM3M=2
934	SINIST=2	CUSAG=2	AGE=9	SEXE=2	CLANG=1	CPOST=1	BM=8	BM_1=6	PUIS12M=7	DPOLI2M=2	DCONS2M=1	PRIM3M=3
935	SINIST=1	CUSAG=2	AGE=3	SEXE=1	CLANG=1	CPOST=1	BM=1	BM_1=2	PUIS12M=6	DPOLI2M=2	DCONS2M=2	PRIM3M=2
936	SINIST=2	CUSAG=1	AGE=9	SEXE=3	CLANG=1	CPOST=1	BM=11	BM_1=10	PUIS12M=7	DPOLI2M=2	DCONS2M=1	PRIM3M=3
937	SINIST=2	CUSAG=2	AGE=6	SEXE=2	CLANG=1	CPOST=1	BM=8	BM_1=8	PUIS12M=3	DPOLI2M=2	DCONS2M=1	PRIM3M=2
938	SINIST=2	CUSAG=2	AGE=4	SEXE=2	CLANG=1	CPOST=1	BM=5	BM_1=6	PUIS12M=3	DPOLI2M=2	DCONS2M=2	PRIM3M=2
939	SINIST=2	CUSAG=1	AGE=9	SEXE=3	CLANG=1	CPOST=4	BM=11	BM_1=7	PUIS12M=11	DPOLI2M=2	DCONS2M=2	PRIM3M=3
940	SINIST=2	CUSAG=2	AGE=6	SEXE=1	CLANG=1	CPOST=2	BM=5	BM_1=6	PUIS12M=6	DPOLI2M=2	DCONS2M=1	PRIM3M=3
941	SINIST=1	CUSAG=2	AGE=6	SEXE=2	CLANG=1	CPOST=1	BM=5	BM_1=6	PUIS12M=5	DPOLI2M=2	DCONS2M=1	PRIM3M=3
942	SINIST=2	CUSAG=2	AGE=6	SEXE=1	CLANG=1	CPOST=1	BM=5	BM_1=6	PUIS12M=7	DPOLI2M=2	DCONS2M=1	PRIM3M=3
943	SINIST=2	CUSAG=2	AGE=5	SEXE=1	CLANG=1	CPOST=1	BM=5	BM_1=6	PUIS12M=6	DPOLI2M=2	DCONS2M=1	PRIM3M=3
945	SINIST=2	CUSAG=2	AGE=6	SEXE=1	CLANG=1	CPOST=1	BM=5	BM_1=6	PUIS12M=8	DPOLI2M=2	DCONS2M=1	PRIM3M=3
